IPO_company_name,Chittorgarh_link,Security_type,IPO_open_date,IPO_close_date,IPO_list_date,IPO_face_value,IPO_issue_price,IPO_lot_size,IPO_issue_size,IPO_Broker_apply,IPO_Broker_neutral,IPO_Broker_avoid,IPO_Member_apply,IPO_Member_neutral,IPO_Member_avoid,IPO_day1_qib,IPO_day1_nii,IPO_day1_rtl,IPO_day2_qib,IPO_day2_nii,IPO_day2_rtl,IPO_day3_qib,IPO_day3_nii,IPO_day3_rtl,IPO_RHP_doc,company_long_name,company_website,bse_link,bse_symbol,nse_link,nse_symbol,screener_link,gmp_company_name,gmp_website_link,day1_date,day1_price,day2_date,day2_price,day3_date,day3_price,day4_date,day4_price,day5_date,day5_price,day6_date,day6_price,day7_date,day7_price,day8_date,day8_price,day9_date,day9_price,day10_date,day10_price,day11_date,day11_price,day12_date,day12_price,day13_date,day13_price,day14_date,day14_price,day15_date,day15_price,day16_date,day16_price,day17_date,day17_price,day18_date,day18_price,day19_date,day19_price,day20_date,day20_price,day21_date,day21_price,day22_date,day22_price,day23_date,day23_price,day24_date,day24_price,day25_date,day25_price,day26_date,day26_price,day27_date,day27_price,day28_date,day28_price,day29_date,day29_price,day30_date,day30_price,day31_date,day31_price,day32_date,day32_price,day33_date,day33_price,ao_token,IPO_listing_price
Mewar Hi-Tech Engineering Limited,https://www.chittorgarh.com/ipo/mewar-hitech-engineering/595/,SME,2016-09-30,2016-10-06,2016-10-17,10,22,6000,23400000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/mewar-hi-tech-engineering-limited_33352.html,Mewar Hi-Tech Engineering Limited,http://www.mewarhitech.com,https://www.bseindia.com/stock-share-price/mewar-hi-tech-engineering-ltd/MHEL/540150/,MHEL,,,https://www.screener.in/company/540150/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540150,
Dhanuka Realty Limited,https://www.chittorgarh.com/ipo/dhanuka-realty-ipo/592/,SME,2016-09-30,2016-10-06,2016-10-18,10,40,3000,42200000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/dhanuka-realty-limited_33381.html,Dhanuka Realty Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=DRL,DRL,https://www.screener.in/company/DRL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531553,
Bindal Exports Limited,https://www.chittorgarh.com/ipo/bindal-exports-ipo/591/,SME,2016-09-30,2016-10-06,2016-10-17,10,16,8000,20000000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/bindal-exports-limited_33353.html,Bindal Exports Limited,,https://www.bseindia.com/stock-share-price/bindal-exports-ltd/BINDALEXPO/540148/,BINDALEXPO,,,https://www.screener.in/company/540148/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540148,
Shashijit Infraprojects Limited,https://www.chittorgarh.com/ipo/shashijit-infraprojects-ipo/590/,SME,2016-09-30,2016-10-06,2016-10-17,10,15,8000,34900000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/shashijit-infraprojects-limited_33351.html,Shashijit Infraprojects Limited,http://www.shashijitinfraprojects.com,https://www.bseindia.com/stock-share-price/shashijit-infraprojects-ltd/SHASHIJIT/540147/,SHASHIJIT,,,https://www.screener.in/company/540147/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540147,
Pansari Developers Limited,https://www.chittorgarh.com/ipo/pansari-developers-ipo/588/,SME,2016-09-30,2016-10-06,2016-10-18,10,22,6000,101900000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/pansari-developers-limited_33349.html,Pansari Developers Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PANSARI,PANSARI,https://www.screener.in/company/PANSARI/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurangabad Distillery Limited,https://www.chittorgarh.com/ipo/aurangabad-distillery-ipo/586/,SME,2016-09-30,2016-10-06,2016-10-17,10,35,4000,77000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/aurangabad-distillery-limited_33382.html,Aurangabad Distillery Limited,https://aurangabaddistillery.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=AURDIS,AURDIS,https://www.screener.in/company/AURDIS/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Green Reality Limited,https://www.chittorgarh.com/ipo/india-green-reality-ipo/597/,SME,2016-09-30,2016-10-06,2016-10-18,10,30,4000,103800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/india-green-reality-limited_33377.html,India Green Reality Limited,http://www.indiagreenreality.com/,https://www.bseindia.com/stock-share-price/india-green-reality-ltd/IGRL/540152/,IGRL,,,https://www.screener.in/company/540152/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakar Healthcare Limited,https://www.chittorgarh.com/ipo/sakar-healthcare-nse-sme-ipo/585/,SME,2016-09-30,2016-10-05,2016-10-14,10,50,3000,148100000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2016/sakar-healthcare-limited_33441.html,Sakar Healthcare Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SAKAR,SAKAR,https://www.screener.in/company/SAKAR/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gretex Industries Limited,https://www.chittorgarh.com/ipo/gretex-industries-ipo/582/,SME,2016-09-30,2016-10-05,2016-10-14,10,20,6000,39600000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2016/gretex-industries-limited_33468.html,Gretex Industries Limited,https://www.gretexindustries.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=GRETEX,GRETEX,https://www.screener.in/company/GRETEX/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA Consultants Limited,https://www.chittorgarh.com/ipo/dra-consultants-ipo/594/,SME,2016-09-30,2016-10-04,2016-10-13,10,10,10000,29600000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/dra-consultants-limited_33379.html,DRA Consultants Limited,http://www.dra.net.in; www.dineshrathi.com,https://www.bseindia.com/stock-share-price/dra-consultants-ltd/DRA/540144/,DRA,,,https://www.screener.in/company/540144/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540144,12
Diksat Transworld Limited,https://www.chittorgarh.com/ipo/diksat-transworld-ipo/580/,SME,2016-09-29,2016-10-06,2016-10-18,10,40,3000,184300000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2016/diksat-transworld-limited_33464.html,Diksat Transworld Limited,http://www.wintvindia.com,https://www.bseindia.com/stock-share-price/diksat-transworld-ltd/DIKSAT/540151/,DIKSAT,,,https://www.screener.in/company/540151/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540151,
Aditya Consumer Marketing Limited,https://www.chittorgarh.com/ipo/aditya-consumer-marketing-ipo/589/,SME,2016-09-29,2016-10-05,2016-10-17,10,15,8000,60000000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,"https://www.sebi.gov.in/web/?file=/sebi_data/attachdocs/1474967654933.pdf#page=1&zoom=page-width,-15,756",Aditya Consumer Marketing Limited,http://www.adityaconsumer.com,https://www.bseindia.com/stock-share-price/aditya-consumer-marketing-ltd/ACML/540146/,ACML,,,https://www.screener.in/company/540146/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540146,15.7
Valiant Organics Limited,https://www.chittorgarh.com/ipo/valiant-organics-ipo/581/,SME,2016-09-29,2016-10-04,2016-10-14,10,220,600,212300000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/valiant-organics-limited_33329.html,Valiant Organics Limited,http://www.valiantorganics.com,https://www.bseindia.com/stock-share-price/valiant-organics-ltd/VALIANTORG/540145/,VALIANTORG,https://www.nseindia.com/get-quotes/equity?symbol=VALIANTORG,VALIANTORG,https://www.screener.in/company/VALIANTORG/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540145,
Nandani Creation Limited,https://www.chittorgarh.com/ipo/nandani-creation-ipo/584/,SME,2016-09-28,2016-10-03,2016-10-10,10,28,4000,40400000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/nandani-creation-limited_33330.html,Nandani Creation Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=JAIPURKURT,JAIPURKURT,https://www.screener.in/company/JAIPURKURT/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jet Knitwears Limited,https://www.chittorgarh.com/ipo/jet-knitwears-ipo/583/,SME,2016-09-27,2016-09-29,2016-10-07,10,39,3000,42200000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/jet-knitwears-limited_33325.html,Jet Knitwears Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=JETKNIT,JETKNIT,https://www.screener.in/company/JETKNIT/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVSL Industries Limited,https://www.chittorgarh.com/ipo/avsl_industries_ipo/578/,SME,2016-09-15,2016-09-28,2016-10-06,10,36,3000,51800000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/avsl-industries-limited_33216.html,AVSL Industries Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=AVSL,AVSL,https://www.screener.in/company/AVSL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radhika Jeweltech Limited,https://www.chittorgarh.com/ipo/radhika_jeweltech_ipo/577/,SME,2016-09-14,2016-09-20,2016-09-27,10,75,1600,495000000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/radhika-jeweltech-limited_33226.html,Radhika Jeweltech Limited,http://www.radhikajeweltech.com,https://www.bseindia.com/stock-share-price/radhika-jeweltech-ltd/RADHIKAJWE/540125/,RADHIKAJWE,https://www.nseindia.com/get-quotes/equity?symbol=RADHIKAJWE,RADHIKAJWE,https://www.screener.in/company/RADHIKAJWE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540125,
Crown Lifters Limited,https://www.chittorgarh.com/ipo/crown_lifters_ipo/576/,SME,2016-09-09,2016-09-19,2016-09-27,10,121,1000,66800000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/crown-lifters-limited_33152.html,Crown Lifters Limited,https://crownlifters.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=CROWN,CROWN,https://www.screener.in/company/CROWN/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husys Consulting Limited,https://www.chittorgarh.com/ipo/husys_consulting_ipo/575/,SME,2016-09-09,2016-09-19,2016-09-27,10,69,2000,42000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/husys-consulting-limited_33153.html,Husys Consulting Limited,https://husys.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=HUSYSLTD,HUSYSLTD,https://www.screener.in/company/HUSYSLTD/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddhi Steel & Tube Limited,https://www.chittorgarh.com/ipo/riddhi_steel_ipo/572/,SME,2016-09-02,2016-09-07,2016-09-14,10,38,3000,88900000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2016/riddhi-steel-and-tube-limited_33110.html,Riddhi Steel & Tube Limited,http://www.riddhitubes.com,https://www.bseindia.com/stock-share-price/riddhi-steel-tube-ltd/RSTL/540082/,RSTL,,,https://www.screener.in/company/540082/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540082,37.7
Spicy Entertainment & Media Limited,https://www.chittorgarh.com/ipo/spicy_entertainment_ipo/568/,SME,2016-09-01,2016-09-07,2016-09-15,10,10,10000,48200000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2016/spicy-entertainment-and-media-limited_33087.html,Spicy Entertainment & Media Limited,http://www.spicyy.in/,https://www.bseindia.com/stock-share-price/spicy-entertainment-and-media-/spicy/540084/,SPICY,,,https://www.screener.in/company/540084/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayani Steels Limited,https://www.chittorgarh.com/ipo/narayani_steels_ipo/570/,SME,2016-09-01,2016-09-06,2016-09-14,10,32,4000,115200000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2016/narayani-steels-limited_33084.html,Dhatre Udyog Limited,,https://www.bseindia.com/stock-share-price/dhatre-udyog-ltd/DHATRE/540080/,DHATRE,,,https://www.screener.in/company/540080/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540080,
Sprayking Agro Equipment Limited,https://www.chittorgarh.com/ipo/sprayking_agro_ipo/569/,SME,2016-08-31,2016-09-02,2016-09-14,10,21,6000,18600000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2016/sprayking-agro-equipment-limited_33088.html,Sprayking Limited,,https://www.bseindia.com/stock-share-price/sprayking-ltd/SPRAYKING/540079/,SPRAYKING,,,https://www.screener.in/company/540079/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540079,
Madhya Bharat Agro Products Limited,https://www.chittorgarh.com/ipo/madhya_bharat_agro_ipo/567/,SME,2016-08-29,2016-09-02,2016-09-09,10,24,6000,139000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/MBAPL_Prospectus.pdf,Madhya Bharat Agro Products Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=MBAPL,MBAPL,https://www.screener.in/company/MBAPL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsu Chem Plast Limited,https://www.chittorgarh.com/ipo/mitsu_chem_plast_ipo/566/,SME,2016-08-26,2016-08-31,2016-09-09,10,95,1200,95100000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2016/mitsu-chem-plast-limited_33078.html,Mitsu Chem Plast Limited,http://www.mitsuchem.com,https://www.bseindia.com/stock-share-price/mitsu-chem-plast-ltd/MITSU/540078/,MITSU,,,https://www.screener.in/company/540078/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540078,32
Shiva Granito Export Limited,https://www.chittorgarh.com/ipo/shiva_granito_ipo/565/,SME,2016-08-23,2016-08-29,2016-09-06,10,12,10000,50400000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2016/shiva-granito-exports-limited_33028.html,Shiva Granito Export Limited,http://www.shivaexport.in,https://www.bseindia.com/stock-share-price/shiva-granito-export-ltd/SHIVAEXPO/540072/,SHIVAEXPO,,,https://www.screener.in/company/540072/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540072,
Prabhat Telecoms India Limited,https://www.chittorgarh.com/ipo/prabhat_telecoms_ipo/561/,SME,2016-07-22,2016-07-26,2016-08-03,10,51,2000,112200000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jul-2016/prabhat-telecoms-india-limited_32877.html,Prabhat Technologies India Limited,http://www.prabhatgroup.net/,https://www.bseindia.com/stock-share-price/prabhat-technologies-india-ltd/PTIL/540027/,PTIL,,,https://www.screener.in/company/540027/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwality Pharmaceuticals Limited,https://www.chittorgarh.com/ipo/kwality_pharmaceuticals_ipo/559/,SME,2016-06-30,2016-07-08,2016-07-18,10,45,3000,62100000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/kwality-pharmaceuticals-limited_32739.html,Kwality Pharmaceuticals Limited,http://www.kwalitypharma.com,https://www.bseindia.com/stock-share-price/kwality-pharmaceuticals-ltd/KPL/539997/,KPL,,,https://www.screener.in/company/539997/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539997,
KKV Agro Powers Limited,https://www.chittorgarh.com/ipo/kkv_agro_powers/553/,SME,2016-06-30,2016-07-07,2016-07-14,10,320,400,35800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/kkv-agro-powers-limited_32743.html,KKV Agro Powers Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=KKVAPOW,KKVAPOW,https://www.screener.in/company/KKVAPOW/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titaanium Ten Enterprise Limited,https://www.chittorgarh.com/ipo/titaanium_ten_enterprise_ipo/558/,SME,2016-06-30,2016-07-05,2016-07-14,10,15,8000,27200000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/titaanium-ten-enterprise-limited_32740.html,Titaanium Ten Enterprise Limited,http://www.titaaniumten.co.in,https://www.bseindia.com/stock-share-price/titaanium-ten-enterprise-ltd/TITAANIUM/539985/,TITAANIUM,,,https://www.screener.in/company/539985/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539985,16
Commercial Syn Bags Limited,https://www.chittorgarh.com/ipo/commercial_syn_bags_ipo/557/,SME,2016-06-30,2016-07-05,2016-07-14,10,24,6000,76600000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/commercial-syn-bags-limited_32741.html,Commercial Syn Bags Limited,http://www.comsyn.com,https://www.bseindia.com/stock-share-price/commercial-syn-bags-ltd/COMSYN/539986/,COMSYN,https://www.nseindia.com/get-quotes/equity?symbol=COMSYN,COMSYN,https://www.screener.in/company/COMSYN/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539986,
Advance Syntex Limited,https://www.chittorgarh.com/ipo/advance_syntex_ipo/556/,SME,2016-06-30,2016-07-04,2016-07-12,10,12,10000,25200000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/advance-syntex-limited_32680.html,Advance Syntex Limited,http://www.midasglitter.com,https://www.bseindia.com/stock-share-price/advance-syntex-ltd/ASYL/539982/,ASYL,,,https://www.screener.in/company/539982/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeal Aqua Limited,https://www.chittorgarh.com/ipo/zeal_aqua_ipo/554/,SME,2016-06-27,2016-06-30,2016-07-07,10,130,1000,147600000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/zeal-aqua-limited-prospectus_32681.html,Zeal Aqua Limited,http://www.zealaqua.com,https://www.bseindia.com/stock-share-price/zeal-aqua-ltd/ZEAL/539963/,ZEAL,,,https://www.screener.in/company/539963/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539963,4.43
Yash Chemex Limited,https://www.chittorgarh.com/ipo/yash_chemex_ipo/550/,SME,2016-06-07,2016-06-10,2016-06-20,10,23,6000,25100000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jun-2016/yash-chemex-limited_32595.html,Yash Chemex Limited,http://www.yashchemex.com,https://www.bseindia.com/stock-share-price/yash-chemex-ltd/YASHCHEM/539939/,YASHCHEM,,,https://www.screener.in/company/539939/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539939,
Shanti Educational Initiatives Limited,https://www.chittorgarh.com/ipo/shanti_educational_ipo/549/,SME,2016-06-01,2016-06-06,2016-06-14,10,90,1600,396000000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/jul-2016/shanti-educational-initiatives-limited-_32822.html,Shanti Educational Initiatives Limited,http://www.sei.edu.in,https://www.bseindia.com/stock-share-price/shanti-educational-initiatives-ltd/SEIL/539921/,SEIL,,,https://www.screener.in/company/539921/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539921,
United Polyfab Gujarat Limited,https://www.chittorgarh.com/ipo/united_polyfab_ipo/548/,SME,2016-05-25,2016-05-30,2016-07-07,10,45,3000,76500000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/may-2016/united-polyfab-gujarat-limited-_32536.html,United Polyfab Gujarat Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=UNITEDPOLY,UNITEDPOLY,https://www.screener.in/company/UNITEDPOLY/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagardeep Alloys Limited,https://www.chittorgarh.com/ipo/sagardeep_alloys_ipo/547/,SME,2016-05-04,2016-05-09,2016-05-17,10,20,6000,60000000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/apr-2016/sagardeep-alloys-limited-_32452.html,Sagardeep Alloys Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SAGARDEEP,SAGARDEEP,https://www.screener.in/company/SAGARDEEP/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darshan Orna Limited,https://www.chittorgarh.com/ipo/darshan_orna_ipo/546/,SME,2016-05-02,2016-05-11,2016-05-19,10,60,2000,75400000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/apr-2016/darshan-orna-limited_32425.html,Darshan Orna Limited,http://www.darshanorna.com,https://www.bseindia.com/stock-share-price/darshan-orna-ltd/DARSHANORNA/539884/,DARSHANORNA,,,https://www.screener.in/company/539884/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539884,
Bajaj Healthcare Limited,https://www.chittorgarh.com/ipo/bajaj_healthcare_ipo/542/,SME,2016-04-27,2016-05-02,2016-05-10,10,170,800,309000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/apr-2016/bajaj-healthcare-limited_32410.html,Bajaj Healthcare Limited,http://www.bajajhealth.com,https://www.bseindia.com/stock-share-price/bajaj-healthcare-ltd/BAJAJHCARE/539872/,BAJAJHCARE,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJHCARE,BAJAJHCARE,https://www.screener.in/company/BAJAJHCARE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539872,
Ghushine Fintrrade Ocean Limited,https://www.chittorgarh.com/ipo/ghushine_fintrrade_ipo/544/,SME,2016-04-25,2016-04-27,2016-05-05,10,10,10000,26000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/apr-2016/ghushine-fintrade-ocean-limited_32426.html,Ghushine Fintrrade Ocean Limited,http://www.ghushine.com/,https://www.bseindia.com/stock-share-price/ghushine-fintrrade-ocean-ltd/GHUSHINE/539864/,GHUSHINE,,,https://www.screener.in/company/539864/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raghav Ramming Mass Limited,https://www.chittorgarh.com/ipo/raghav_ramming_ipo/539/,SME,2016-03-31,2016-04-06,2016-04-13,10,39,3000,74900000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/mar-2016/raghav-ramming-mass-limited_32094.html,Raghav Productivity Enhancers Limited,http://www.rammingmass.com/,https://www.bseindia.com/stock-share-price/raghav-productivity-enhancers-ltd/RPEL/539837/,RPEL,https://www.nseindia.com/get-quotes/equity?symbol=RPEL,RPEL,https://www.screener.in/company/RPEL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539837,
